mark-id,mark-name,mark-cyrillic-name,mark-popular,country,model-id,model-name,model-cyrillic-name,class,year-from,year-to,generation-id,generation-name,year-start,year-stop,is-restyle,configuration-id,doors-count,body-type,notice,complectation-id,offers-price-from,offers-price-to,group-name,back-brake,feeding,horse-power,kvt-power,rpm-power,engine-type,transmission,drive,volume,time-to-100,cylinders-order,max-speed,compression,cylinders-value,diametr,piston-stroke,engine-feeding,engine-order,gear-value,moment,petrol-type,valves,weight,wheel-size,wheel-base,front-wheel-base,back-wheel-base,front-brake,front-suspension,back-suspension,height,width,fuel-tank-capacity,seats,length,emission-euro-class,volume-litres,consumption-mixed,clearance,trunks-min-capacity,trunks-max-capacity,consumption-hiway,consumption-city,moment-rpm,full-weight,range-distance,battery-capacity,fuel-emission,electric-range,charge-time,safety-rating,safety-grade,alcantara,black-roof,combo-interior,decorative-interior-lighting,door-sill-panel,driver-seat-electric,driver-seat-memory,driver-seat-support,driver-seat-updown,eco-leather,electro-rear-seat,fabric-seats,folding-front-passenger-seat,folding-tables-rear,front-centre-armrest,front-seat-support,front-seats-heat,front-seats-heat-vent,hatch,leather,leather-gear-stick,massage-seats,panorama-roof,passenger-seat-electric,passenger-seat-updown,rear-seat-heat-vent,rear-seat-memory,rear-seats-heat,roller-blind-for-rear-window,roller-blinds-for-rear-side-windows,seat-memory,seat-transformation,sport-pedals,sport-seats,third-rear-headrest,third-row-seats,tinted-glass,wheel-heat,wheel-leather,360-camera,adj-pedals,ashtray-and-cigarette-lighter,auto-cruise,auto-mirrors,auto-park,climate-control-1,climate-control-2,computer,condition,cooling-box,cruise-control,drive-mode-sys,e-adjustment-wheel,easy-trunk-opening,electro-mirrors,electro-trunk,electro-window-back,electro-window-front,electronic-gage-panel,front-camera,keyless-entry,multi-wheel,multizone-climate-control,park-assist-f,park-assist-r,power-latching-doors,programmed-block-heater,projection-display,rear-camera,remote-engine-start,servo,start-button,start-stop-function,steering-wheel-gear-shift-paddles,wheel-configuration1,wheel-configuration2,wheel-memory,wheel-power,adaptive-light,automatic-lighting-control,drl,heated-wash-system,high-beam-assist,laser-lights,led-lights,light-cleaner,light-sensor,mirrors-heat,ptf,rain-sensor,windcleaner-heat,windscreen-heat,xenon,abs,airbag-curtain,airbag-driver,airbag-passenger,airbag-rear-side,airbag-side,asr,bas,blind-spot,collision-prevention-assist,dha,drowsy-driver-alert-system,esp,feedback-alarm,glonass,hcc,isofix,isofix-front,knee-airbag,laminated-safety-glass,lane-keeping-assist,night-vision,power-child-locks-rear-doors,traffic-sign-recognition,tyre-pressure,vsm,alarm,immo,lock,volume-sensor,12v-socket,220v-socket,android-auto,apple-carplay,audiopreparation,audiosystem-cd,audiosystem-tv,aux,bluetooth,entertainment-system-for-rear-seat-passengers,music-super,navigation,usb,voice-recognition,wireless-charger,ya-auto,activ-suspension,air-suspension,reduce-spare-wheel,spare-wheel,sport-suspension,14-inch-wheels,15-inch-wheels,16-inch-wheels,17-inch-wheels,18-inch-wheels,19-inch-wheels,20-inch-wheels,21-inch-wheels,22-inch-wheels,body-kit,body-mouldings,duo-body-color,paint-metallic,roof-rails,steel-wheels
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_146,146,146,C,1995,2001,4993318,,1995,2001,false,20464131,5,хэтчбек 5 дв.,хэтчбек 5 дв.,20464131__20464234,,,,барабанные,турбонаддув,105,77,4000,дизель,механическая,передний,1910,10.4,рядное,187,18.5,4,82,90.4,топливный насос высокого давления,"переднее, поперечное",5,255,ДТ,2,1245,185/60/R14,2540,1468,1428,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1426,1712,61,5,4235,,1.9,5.7,120,380,1225,4.7,7.6,2000,1735,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_146,146,146,C,1995,2001,4993318,,1995,2001,false,20464131,5,хэтчбек 5 дв.,хэтчбек 5 дв.,20464131__20464176,,,,барабанные,турбонаддув,90,66,4200,дизель,механическая,передний,1929,12.5,рядное,179,19.2,4,82.6,90,топливный насос высокого давления,"переднее, поперечное",5,186,ДТ,2,1245,175/65/R14,2540,1468,1428,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1426,1712,61,5,4235,,1.9,6.8,120,380,1225,5,8.8,2500,1765,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_146,146,146,C,1995,2001,4993318,,1995,2001,false,20464131,5,хэтчбек 5 дв.,хэтчбек 5 дв.,20464131__20464167,,,,дисковые,нет,150,110,6200,бензин,механическая,передний,1970,8.5,рядное,212,10,4,83,91,распределенный впрыск (многоточечный),"переднее, поперечное",5,187,АИ-95,4,1275,195/55/R15,2540,1468,1428,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1426,1712,61,5,4235,,2,8,120,380,1225,6.2,10.1,4000,1800,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_146,146,146,C,1995,2001,4993318,,1995,2001,false,20464131,5,хэтчбек 5 дв.,хэтчбек 5 дв.,20464131__20464164,,,,дисковые,нет,155,114,6400,бензин,механическая,передний,1970,8.5,рядное,211,10.1,4,83,91,распределенный впрыск (многоточечный),"переднее, поперечное",5,187,АИ-95,4,1295,195/55/R15,2540,1468,1428,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1426,1712,61,5,4235,,2,8.7,120,380,1225,6.6,12.4,3500,1795,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183_2552742_2305187,440000,440000,Distinctive,дисковые,нет,120,88,6200,бензин,механическая,передний,1598,10.6,рядное,195,10.3,4,82,72.6,распределенный впрыск (многоточечный),"переднее, поперечное",5,146,АИ-95,4,1225,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.6,8.2,120,292,1042,6.4,11.2,4200,1720,732,,,,,,,,,,,,,,,,,,1,,,,,1,,55604,91471,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,9868,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,,77997,1,,1,1,,1,,,,,,,37575,,,,,,,,,,,,,,18028,1,1,,,,,,,1,,,,,62246,,,,,,,,,,,,,,,,,,,,,,,1,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183_2552745_2305189,395000,660000,Distinctive,дисковые,нет,150,110,6300,бензин,механическая,передний,1970,9.3,рядное,208,10,4,83,91,распределенный впрыск (многоточечный),"переднее, поперечное",5,181,АИ-95,4,1275,205/55/R16,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,2,8.9,120,292,1042,7,12.1,3800,1770,674,,,,,,,,,,,,,,,,,,1,,,,,1,,55604,91471,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,9868,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,,77997,1,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,18028,1,1,,,,,,,1,,,,,62246,,,,,,,,,,,,,,,,,,,,,,,1,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183_2552745_2305191,753000,753000,Distinctive,дисковые,нет,150,110,6300,бензин,робот,передний,1970,9.3,рядное,208,10,4,83,91,распределенный впрыск (многоточечный),"переднее, поперечное",5,181,АИ-95,4,1275,215/45/R17,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,2,8.9,120,292,1042,7,12.1,3800,1770,674,,,,,,,,,,,,,,,,,,1,,,,,1,,55604,91471,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,9868,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,,77997,1,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,18028,1,1,,,,,,,1,,,,,62246,,,,,,,,,,,,,,,,,,,,,,,1,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20774725,440000,440000,,дисковые,нет,105,77,5600,бензин,механическая,передний,1598,11.3,рядное,185,10.3,4,82,72.65,распределенный впрыск (многоточечный),"переднее, поперечное",5,140,АИ-95,4,1190,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.6,8.2,120,292,1042,6.4,11.3,4200,1710,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20774722,,,,дисковые,турбонаддув,101,74,4000,дизель,механическая,передний,1910,12.1,рядное,183,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,199,ДТ,2,1270,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.8,120,292,1042,4.7,7.8,2000,1790,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20774727,,,,дисковые,турбонаддув,115,85,4000,дизель,механическая,передний,1910,9.9,рядное,191,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,275,ДТ,2,1270,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.8,120,292,1042,4.7,7.8,2000,1790,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20388438,,,,дисковые,турбонаддув,120,88,4000,дизель,механическая,передний,1910,9.6,рядное,193,18,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,280,ДТ,2,1290,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.8,120,292,1042,4.7,7.8,2000,1819,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20388461,,,,дисковые,турбонаддув,136,100,,дизель,механическая,передний,1910,8.9,рядное,,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,,ДТ,4,1275,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,,120,292,1042,,,,1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20774724,,,,дисковые,турбонаддув,140,103,4000,дизель,механическая,передний,1910,9.1,рядное,206,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",6,305,ДТ,4,1275,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.9,120,292,1042,4.7,8,2000,1795,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20388463,,,,дисковые,турбонаддув,150,110,4000,дизель,механическая,передний,1910,8.8,рядное,208,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",6,305,ДТ,4,1290,205/55/R16,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.9,120,292,1042,4.7,8,2000,1819,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305183,5,хэтчбек 5 дв.,хэтчбек 5 дв.,2305183__20388451,,,,дисковые,турбонаддув,170,125,,дизель,механическая,передний,1910,8.1,рядное,,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",6,,ДТ,4,1290,205/55/R16,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.9,120,292,1042,4.8,8,,1819,1017,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182_2552742_2305186,699000,699000,Distinctive,дисковые,нет,120,88,6200,бензин,механическая,передний,1598,10.6,рядное,195,10.3,4,82,72.6,распределенный впрыск (многоточечный),"переднее, поперечное",5,146,АИ-95,4,1225,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.6,8.2,120,292,1042,6.4,11.2,4200,1720,732,,,,,,,,,,,,,,,,,,1,,,,,1,,55604,91471,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,9868,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,,77997,1,,1,1,,1,,,,,,,37575,,,,,,,,,,,,,,18028,1,1,,,,,,,1,,,,,62246,,,,,,,,,,,,,,,,,,,,,,,1,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182_2552745_2305188,,,Distinctive,дисковые,нет,150,110,6300,бензин,механическая,передний,1970,9.3,рядное,208,10,4,83,91,распределенный впрыск (многоточечный),"переднее, поперечное",5,181,АИ-95,4,1275,205/55/R16,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,2,8.9,120,292,1042,7,12.1,3800,1770,674,,,,,,,,,,,,,,,,,,1,,,,,1,,55604,91471,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,9868,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,,77997,1,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,18028,1,1,,,,,,,1,,,,,62246,,,,,,,,,,,,,,,,,,,,,,,1,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182_2552745_2305190,,,Distinctive,дисковые,нет,150,110,6300,бензин,робот,передний,1970,9.3,рядное,208,10,4,83,91,распределенный впрыск (многоточечный),"переднее, поперечное",5,181,АИ-95,4,1275,215/45/R17,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,2,8.9,120,292,1042,7,12.1,3800,1770,674,,,,,,,,,,,,,,,,,,1,,,,,1,,55604,91471,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,9868,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,,77997,1,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,18028,1,1,,,,,,,1,,,,,62246,,,,,,,,,,,,,,,,,,,,,,,1,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20774573,,,,дисковые,турбонаддув,101,74,4000,дизель,механическая,передний,1910,12.1,рядное,183,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,199,ДТ,2,1270,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.8,120,292,1042,4.7,7.8,2000,1790,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20774574,,,,дисковые,турбонаддув,115,85,4000,дизель,механическая,передний,1910,9.9,рядное,191,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,275,ДТ,2,1270,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.8,120,292,1042,4.7,7.8,2000,1790,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20388465,,,,дисковые,турбонаддув,120,88,4000,дизель,механическая,передний,1910,9.6,рядное,193,18,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,280,ДТ,2,1290,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.8,120,292,1042,4.7,7.8,2000,1819,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20388431,,,,дисковые,турбонаддув,136,100,4000,дизель,механическая,передний,1910,9.4,рядное,,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",5,,ДТ,4,1275,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.9,120,292,1042,4.7,8,,1795,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20774575,,,,дисковые,турбонаддув,140,103,4000,дизель,механическая,передний,1910,9.1,рядное,206,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",6,305,ДТ,4,1275,185/65/R15,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.9,120,292,1042,4.7,8,2000,1795,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20388434,,,,дисковые,турбонаддув,150,110,4000,дизель,механическая,передний,1910,8.8,рядное,208,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",6,305,ДТ,4,1290,205/55/R16,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,5.9,120,292,1042,4.7,8,2000,1819,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20388436,,,,дисковые,турбонаддув,170,125,4000,дизель,механическая,передний,1910,8,рядное,,18.5,4,82,90.4,аккумуляторная топливная система,"переднее, поперечное",6,,ДТ,4,1290,205/55/R16,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,1.9,,120,292,1042,,,,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA_ROMEO,Alfa Romeo,Альфа Ромео,false,Италия,ALFA_ROMEO_147,147,147,C,2000,2010,2305181,I Рестайлинг,2004,2010,true,2305182,3,хэтчбек 3 дв.,хэтчбек 3 дв.,2305182__20774569,,,,дисковые,нет,250,184,6200,бензин,механическая,передний,3179,6.3,V-образное,246,10.5,6,93,78,распределенный впрыск (многоточечный),"переднее, поперечное",6,300,АИ-95,4,1290,225/45/R17,2546,1518,1502,дисковые вентилируемые,"независимая, пружинная","независимая, пружинная",1442,1729,60,5,4223,,3.2,12.1,120,292,1042,8.6,18.1,4800,1819,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
